"word","gloss","language","dialect","form"
"everything"," all the things"," Chinese"," Cantonese"," {{t|yue|万事|tr=maan6 si6|sc=Hani}"
"everything"," all the things"," Chinese"," Cantonese"," {{t|yue|[[乜嘢]][[都]]|tr=mat1 je5 dou1}}"
"everywhere"," at all places"," Chinese"," Cantonese"," {{t|yue|度度|tr=dou6 dou6|sc=Hani}}"
"and"," used to connect two similar words` phrases` et cetera"," Chinese"," Dungan"," {{t|dng|дэ}}"
"also"," in addition; besides; as well; further; too"," Chinese"," Dungan"," {{t|dng|е}}"
"and"," used to connect two similar words` phrases` et cetera"," Chinese"," Hakka"," {{t|hak|摎|tr=lâu}"
"and"," used to connect two similar words` phrases` et cetera"," Chinese"," Hakka"," {{t|hak|同|tr=thùng}}"
"everybody"," all people"," Chinese"," Hakka"," {{t|hak|大家|tr=thai-kâ|sc=Hani}}"
"everyone"," every person"," Chinese"," Hakka"," {{t|hak|逐家|tr=tak-kâ|sc=Hani}"
"everyone"," every person"," Chinese"," Hakka"," {{t|hak|大家|tr=thai-kâ|sc=Hani}}"
"everything"," all the things"," Chinese"," Hakka"," {{t|hak|凡事|tr=fàm-sṳ|sc=Hani}"
"everything"," all the things"," Chinese"," Hakka"," {{t|hak|萬事|sc=Hani}"
"everything"," all the things"," Chinese"," Hakka"," {{t|hak|万事|tr=van-sṳ|sc=Hani}}"
"and"," used to connect two similar words` phrases` et cetera"," Chinese"," Mandarin"," {{t+|cmn|和|tr=hé}"
"and"," used to connect two similar words` phrases` et cetera"," Chinese"," Mandarin"," {{t+|cmn|與}"
"and"," used to connect two similar words` phrases` et cetera"," Chinese"," Mandarin"," {{t+|cmn|与|tr=yǔ}"
"and"," used to connect two similar words` phrases` et cetera"," Chinese"," Mandarin"," {{t+|cmn|及|tr=jí}"
"and"," used to connect two similar words` phrases` et cetera"," Chinese"," Mandarin"," {{t+|cmn|以及|tr=yǐjí}"
"and"," used to connect two similar words` phrases` et cetera"," Chinese"," Mandarin"," {{t+|cmn|暨|tr=jì}"
"and"," used to connect two similar words` phrases` et cetera"," Chinese"," Mandarin"," {{t+|cmn|同|tr=tóng}}"
"and"," used at the end of a list to indicate the last item"," Chinese"," Mandarin"," {{t+|cmn|和|tr=hé}}"
"and"," used to string together sentences or sentence fragments in chronological order"," Chinese"," Mandarin"," {{t+|cmn|然後}"
"and"," used to string together sentences or sentence fragments in chronological order"," Chinese"," Mandarin"," {{t+|cmn|然后|tr=ránhòu}}"
"and"," used to show causation"," Chinese"," Mandarin"," {{t+|cmn|就|tr=jiù}}"
"also"," in addition; besides; as well; further; too"," Chinese"," Mandarin"," {{t+|cmn|也|tr=yě}"
"also"," in addition; besides; as well; further; too"," Chinese"," Mandarin"," {{t+|cmn|並}"
"also"," in addition; besides; as well; further; too"," Chinese"," Mandarin"," {{t+|cmn|并|tr=bìng}"
"also"," in addition; besides; as well; further; too"," Chinese"," Mandarin"," {{t+|cmn|還}"
"also"," in addition; besides; as well; further; too"," Chinese"," Mandarin"," {{t+|cmn|还|tr=hái}"
"also"," in addition; besides; as well; further; too"," Chinese"," Mandarin"," {{t+|cmn|以及|tr=yǐjí}"
"also"," in addition; besides; as well; further; too"," Chinese"," Mandarin"," {{t+|cmn|亦|tr=yì}} {{q|rare|formal}}"
"every"," all of a countable group"," Chinese"," Mandarin"," {{t+|cmn|每|tr=měi}"
"every"," all of a countable group"," Chinese"," Mandarin"," {{t+|cmn|各|tr=gè}}"
"all_determiner"," every individual of the given class"," Chinese"," Mandarin"," {{t+|cmn|都|tr=...dōu|alt=...都}"
"all_determiner"," every individual of the given class"," Chinese"," Mandarin"," {{t+|cmn|所有|tr=suǒyǒu}}"
"all_determiner"," throughout the whole of (a stated period of time)"," Chinese"," Mandarin"," {{t+|cmn|全|tr=quán}}"
"all_adverb"," intensifier"," Chinese"," Mandarin"," {{t+|cmn|所有|tr=suǒyǒu}"
"all_adverb"," intensifier"," Chinese"," Mandarin"," {{t+|cmn|都|tr=dōu}}"
"each_determiner"," every"," Chinese"," Mandarin"," {{t+|cmn|每|tr=měi|sc=Hani}"
"each_determiner"," every"," Chinese"," Mandarin"," {{t+|cmn|各|tr=gè|sc=Hani}"
"each_determiner"," every"," Chinese"," Mandarin"," {{t+|cmn|每隔|tr=měigé|sc=Hani}}"
"any_pronoun"," Any things or persons"," Chinese"," Mandarin"," {{t+|cmn|誰|sc=Hani}"
"any_pronoun"," Any things or persons"," Chinese"," Mandarin"," {{t+|cmn|谁|tr=shuí` shéi|sc=Hani}}"
"everybody"," all people"," Chinese"," Mandarin"," {{t+|cmn|大家|tr=dàjiā|sc=Hani}}"
"everyone"," every person"," Chinese"," Mandarin"," {{t+|cmn|大家|tr=dàjiā|sc=Hani}"
"everyone"," every person"," Chinese"," Mandarin"," {{t+|cmn|人人|tr=rénrén|sc=Hani}}"
"everything"," all the things"," Chinese"," Mandarin"," {{t+|cmn|一切|tr=yīqiè|sc=Hani}"
"everything"," all the things"," Chinese"," Mandarin"," {{t+|cmn|每事|tr=měishì|sc=Hani}"
"everything"," all the things"," Chinese"," Mandarin"," {{t|cmn|[[什麼]][[都]]|sc=Hani}"
"everything"," all the things"," Chinese"," Mandarin"," {{t|cmn|[[什么]][[都]]|tr=shénme dōu|sc=Hani}"
"everything"," all the things"," Chinese"," Mandarin"," {{t+|cmn|凡事|tr=fánshì|sc=Hani}"
"everything"," all the things"," Chinese"," Mandarin"," {{t+|cmn|萬事|sc=Hani}"
"everything"," all the things"," Chinese"," Mandarin"," {{t+|cmn|万事|tr=wànshì|sc=Hani}}"
"anything_pronoun"," =any thing of any kind"," Chinese"," Mandarin"," {{t+|cmn|什麼}"
"anything_pronoun"," =any thing of any kind"," Chinese"," Mandarin"," {{t+|cmn|什么|tr=shénme}}"
"whatever_determiner"," for any ... that"," Chinese"," Mandarin"," {{t|cmn|不管怎樣|sc=Hani}"
"whatever_determiner"," for any ... that"," Chinese"," Mandarin"," {{t|cmn|不管怎样|tr=bùguǎnzěnyàng|sc=Hani}}"
"whatever_determiner"," "," Chinese"," Mandarin"," {{t|cmn|[[無論]][[什麼]]|sc=Hani}"
"whatever_determiner"," "," Chinese"," Mandarin"," {{t|cmn|[[无论]][[什么]]|tr=wúlùn shénme|sc=Hani}"
"whatever_determiner"," "," Chinese"," Mandarin"," {{t|cmn|[[無論]][[何事]]|sc=Hani}"
"whatever_determiner"," "," Chinese"," Mandarin"," {{t|cmn|[[无论]][[何事]]|tr=wúlùn héshì|sc=Hani}}"
"wherever_conjunction"," in any place` anywhere"," Chinese"," Mandarin"," {{t+|cmn|無論何處|sc=Hani}"
"wherever_conjunction"," in any place` anywhere"," Chinese"," Mandarin"," {{t+|cmn|无论何处|tr=wúlùnhéchù|sc=Hani}}"
"anywhere"," in or at any location"," Chinese"," Mandarin"," {{t|cmn|[[任何]][[地方]]|tr=rènhé dìfāng}}"
"everywhere"," at all places"," Chinese"," Mandarin"," {{t+|cmn|到處|sc=Hani}"
"everywhere"," at all places"," Chinese"," Mandarin"," {{t+|cmn|到处|tr=dàochù|sc=Hani}}"
"also"," in addition; besides; as well; further; too"," Chinese"," Min Dong"," {{t|cdo|也|tr=iâ}}"
"and"," used to connect two similar words` phrases` et cetera"," Chinese"," Min Nan"," {{t+|nan|佮|tr=kap/kah}"
"and"," used to connect two similar words` phrases` et cetera"," Chinese"," Min Nan"," {{t+|nan|和|tr=hām}"
"and"," used to connect two similar words` phrases` et cetera"," Chinese"," Min Nan"," {{t+|nan|以及|tr=í-ki̍p}"
"and"," used to connect two similar words` phrases` et cetera"," Chinese"," Min Nan"," {{t|nan|與|tr=ú/í}}"
"also"," in addition; besides; as well; further; too"," Chinese"," Min Nan"," {{t+|nan|嘛|tr=mā` mǎ}"
"also"," in addition; besides; as well; further; too"," Chinese"," Min Nan"," {{t+|nan|也|tr=iā}}"
"every"," all of a countable group"," Chinese"," Min Nan"," {{t+|nan|逐|tr=ta̍k}"
"every"," all of a countable group"," Chinese"," Min Nan"," {{t+|nan|每|tr=múi}}"
"all_determiner"," every individual of the given class"," Chinese"," Min Nan"," {{t+|nan|所有|tr=só͘-ū}"
"all_determiner"," every individual of the given class"," Chinese"," Min Nan"," {{t+|nan|攏}"
"all_determiner"," every individual of the given class"," Chinese"," Min Nan"," {{t|nan|拢|tr=lóng}}"
"everybody"," all people"," Chinese"," Min Nan"," {{t+|nan|逐家|tr=ta̍k-ke|sc=Hani}}"
"everyone"," every person"," Chinese"," Min Nan"," {{t+|nan|逐家|tr=ta̍k-ke|sc=Hani}"
"everyone"," every person"," Chinese"," Min Nan"," {{t|nan|大家|tr=tāi-ke` ta-ke` tōa-ke|sc=Hani}}"
"everything"," all the things"," Chinese"," Min Nan"," {{t+|nan|凡事|tr=hoân-sū|sc=Hani}"
"everything"," all the things"," Chinese"," Min Nan"," {{t+|nan|萬事|sc=Hani}"
"everything"," all the things"," Chinese"," Min Nan"," {{t|nan|万事|tr=bān-sū|sc=Hani}"
"everything"," all the things"," Chinese"," Min Nan"," {{t+|nan|一切|tr=it-chhè|sc=Hani}}"
"and"," used to connect two similar words` phrases` et cetera"," Chinese"," Wu"," {{t|wuu|搭|tr=taq}}"
"everyone"," every person"," Chinese"," Wu"," {{t|wuu|大家|tr=da ka|sc=Hani}}"
"and"," used to connect two similar words` phrases` et cetera"," Chukchi",""," {{t|ckt|ынкъам|tr=ynkʺam}}"
"and"," used to connect two similar words` phrases` et cetera"," Chuukese",""," {{t|chk|me}}"
"and"," used to connect two similar words` phrases` et cetera"," Chuvash",""," {{t|cv|тата}}"
"everything"," all the things"," Chuvash",""," {{t|cv|йӑлт}}"
"whoever"," any person or persons that"," Classical Nahuatl",""," {{t|nci|āquin}}"
"and"," used to connect two similar words` phrases` et cetera"," Coptic"," Bohairic"," {{t|cop|ⲕⲁⲓ}"
"and"," used to connect two similar words` phrases` et cetera"," Coptic"," Bohairic"," {{t|cop|ⲕⲉ}"
"and"," used to connect two similar words` phrases` et cetera"," Coptic"," Bohairic"," {{t|cop|ⲛⲉⲙ}"
"and"," used to connect two similar words` phrases` et cetera"," Coptic"," Bohairic"," {{t|cop|ⲟⲩⲟϩ}}"
"and"," used to connect two similar words` phrases` et cetera"," Coptic"," Sahidic"," {{t|cop|ⲕⲁⲓ}"
"and"," used to connect two similar words` phrases` et cetera"," Coptic"," Sahidic"," {{t|cop|ⲕⲉ}"
"and"," used to connect two similar words` phrases` et cetera"," Coptic"," Sahidic"," {{t|cop|ⲙⲛ}"
"and"," used to connect two similar words` phrases` et cetera"," Coptic"," Sahidic"," {{t|cop|ⲁⲩⲱ}}"
"and"," used to connect two similar words` phrases` et cetera"," Cornish"," Kernewek Kemmyn"," {{t|kw|ha}"
"and"," used to connect two similar words` phrases` et cetera"," Cornish"," Kernewek Kemmyn"," {{t|kw|hag}} {{qualifier|before a vowel}}"
"and"," used at the end of a list to indicate the last item"," Cornish"," Kernewek Kemmyn"," {{t|kw|ha}"
"and"," used at the end of a list to indicate the last item"," Cornish"," Kernewek Kemmyn"," {{t|kw|hag}} {{qualifier|before a vowel}}"
"and"," used to string together sentences or sentence fragments in chronological order"," Cornish"," Kernewek Kemmyn"," {{t|kw|ha}"
"and"," used to string together sentences or sentence fragments in chronological order"," Cornish"," Kernewek Kemmyn"," {{t|kw|hag}} {{qualifier|before a vowel}}"
"all_determiner"," every individual of the given class"," Crimean Tatar",""," {{t|crh|episi}}"
"everywhere"," at all places"," Crimean Tatar",""," {{t|crh|er yerde}}"
"and"," used to connect two similar words` phrases` et cetera"," Czech",""," {{t+|cs|a}}"
"and"," used at the end of a list to indicate the last item"," Czech",""," {{t+|cs|a}}"
"and"," used to string together sentences or sentence fragments in chronological order"," Czech",""," {{t+|cs|a}}"
"and"," used to show causation"," Czech",""," {{t+|cs|a}}"
"also"," in addition; besides; as well; further; too"," Czech",""," {{t+|cs|také}}"
"every"," all of a countable group"," Czech",""," {{t+|cs|každý}}"
"all_determiner"," every individual of the given class"," Czech",""," {{t+|cs|všichni}}"
"all_determiner"," throughout the whole of (a stated period of time)"," Czech",""," {{t+|cs|celý}}"
"all_adverb"," intensifier"," Czech",""," {{t+|cs|všechno}}"
"each_determiner"," every"," Czech",""," {{t+|cs|každý|m}}"
"any_pronoun"," Any things or persons"," Czech",""," {{t+|cs|kdokoliv}} {{gloss|anyone}"
"any_pronoun"," Any things or persons"," Czech",""," {{t+|cs|cokoliv}} {{gloss|anything}}"
"everybody"," all people"," Czech",""," {{t+|cs|všichni|m-p}"
"everybody"," all people"," Czech",""," {{t+|cs|každý}}"
"everyone"," every person"," Czech",""," {{t+|cs|všichni|m}"
"everyone"," every person"," Czech",""," {{t+|cs|každý|m}}"
"everything"," all the things"," Czech",""," {{t+|cs|všechno|n}"
"everything"," all the things"," Czech",""," {{t+|cs|všechen|m}} {{q|before an uncountable noun}}"
"anything_pronoun"," =any thing of any kind"," Czech",""," {{t+|cs|cokoliv}}"
"whatever_determiner"," "," Czech",""," {{t+|cs|cokoli}}"
"wherever_conjunction"," in any place` anywhere"," Czech",""," {{t+|cs|kdekoli}"
"wherever_conjunction"," in any place` anywhere"," Czech",""," {{t+|cs|kamkoli}}"
"anywhere"," in or at any location"," Czech",""," {{t+|cs|kdekoliv}}"
"everywhere"," at all places"," Czech",""," {{t+|cs|všude}}"
"and"," used to connect two similar words` phrases` et cetera"," Dalmatian",""," {{t|dlm|e}}"
"also"," in addition; besides; as well; further; too"," Dalmatian",""," {{t|dlm|anca}}"
"all_determiner"," every individual of the given class"," Dalmatian",""," {{t|dlm|tot}}"
"and"," used to connect two similar words` phrases` et cetera"," Danish",""," {{t+|da|og}}"
"and"," used at the end of a list to indicate the last item"," Danish",""," {{t+|da|og}}"
"and"," used to string together sentences or sentence fragments in chronological order"," Danish",""," {{t+|da|og}}"
"and"," used to show causation"," Danish",""," {{t+|da|og}"
"and"," used to show causation"," Danish",""," {{t+|da|så}}"
"also"," in addition; besides; as well; further; too"," Danish",""," {{t+|da|også}}"
"every"," all of a countable group"," Danish",""," {{t+|da|hver}}"
"all_determiner"," every individual of the given class"," Danish",""," {{qualifier|before a countable noun}} {{t+|da|alle}"
"all_determiner"," every individual of the given class"," Danish",""," {{qualifier|before an uncountable noun}} {{t+|da|al|c}"
"all_determiner"," every individual of the given class"," Danish",""," {{t+|da|alt|n}}"
"all_determiner"," throughout the whole of (a stated period of time)"," Danish",""," {{t|da|hele}}"
"all_adverb"," intensifier"," Danish",""," {{t|da|fuldstændig}"
"all_adverb"," intensifier"," Danish",""," {{t|da|aldeles}}"
"all_adverb"," apiece"," Danish",""," {{t+|da|hver}"
"all_adverb"," apiece"," Danish",""," {{t|da|per styk}}"
"each_determiner"," every"," Danish",""," {{t+|da|hver}"
"each_determiner"," every"," Danish",""," {{t+|da|alle}}"
"each_adverb"," apiece"," Danish",""," {{t+|da|hver}}"
"everybody"," all people"," Danish",""," {{t+|da|alle|p}}"
"everyone"," every person"," Danish",""," {{t+|da|alle}}"
"whoever"," any person or persons that"," Danish",""," {{t|da|hvem i alverden}"
"whoever"," any person or persons that"," Danish",""," {{t|da|hvem der end}"
"whoever"," any person or persons that"," Danish",""," {{t|da|enhver som}}"
"everything"," all the things"," Danish",""," {{t+|da|alt}}"
"whatever_determiner"," for any ... that"," Danish",""," {{t+|da|uanset}}"
"whatever_determiner"," "," Danish",""," {{t|da|hvad end}"
"whatever_determiner"," "," Danish",""," {{t|da|alt hvad}"
"whatever_determiner"," "," Danish",""," {{t|da|hvad som helst}}"
"wherever_conjunction"," in any place` anywhere"," Danish",""," {{t+|da|hvor}"
"wherever_conjunction"," in any place` anywhere"," Danish",""," {{t|da|hvor end}}"
"wherever_conjunction"," in all places` everywhere"," Danish",""," {{t+|da|hvor}}"
"wherever_conjunction"," "," Danish",""," {{t-check|da|hvor end}"
"wherever_conjunction"," "," Danish",""," {{t-check|da|hvor som helst}"
"wherever_conjunction"," "," Danish",""," {{t-check|da|overalt hvor}"
"wherever_conjunction"," "," Danish",""," {{t-check|da|hvorhen end}}"
"anywhere"," in or at any location"," Danish",""," {{t|da|hvorsomhelst}}"
"everywhere"," at all places"," Danish",""," {{t+|da|overalt}}"
"and"," used to connect two similar words` phrases` et cetera"," Dhivehi",""," {{t|dv|އަދި}}"
"and"," used to connect two similar words` phrases` et cetera"," Dutch",""," {{t+|nl|en}}"
"and"," used at the end of a list to indicate the last item"," Dutch",""," {{t+|nl|en}}"
"also"," in addition; besides; as well; further; too"," Dutch",""," {{t+|nl|ook}"
"also"," in addition; besides; as well; further; too"," Dutch",""," {{t+|nl|eveneens}} {{qualifier|formal}"
"also"," in addition; besides; as well; further; too"," Dutch",""," {{t+|nl|tevens}} {{qualifier|formal}}"
"every"," all of a countable group"," Dutch",""," {{t+|nl|elk}"
"every"," all of a countable group"," Dutch",""," {{t+|nl|ieder}}"
"all_determiner"," every individual of the given class"," Dutch",""," {{t+|nl|al}"
