Rank,1-2-3,N,%,2-3-4,N,%,3-4-5,N,%
1532, ves,2,(0.02238), cie,1,(0.01119), kyl,1,(0.01119)
1533, via,2,(0.02238), cil,1,(0.01119), lac,1,(0.01119)
1534, vio,2,(0.02238), cio,1,(0.01119), lae,1,(0.01119)
1535, viv,2,(0.02238), cme,1,(0.01119), laf,1,(0.01119)
1536, viz,2,(0.02238), cmi,1,(0.01119), lag,1,(0.01119)
1537, vog,2,(0.02238), coc,1,(0.01119), lam,1,(0.01119)
1538, vom,2,(0.02238), cof,1,(0.01119), lap,1,(0.01119)
1539, vul,2,(0.02238), cot,1,(0.01119), lau,1,(0.01119)
1540, wam,2,(0.02238), cro,1,(0.01119), lbo,1,(0.01119)
1541, web,2,(0.02238), cto,1,(0.01119), lbs,1,(0.01119)
1542, whu,2,(0.02238), ctu,1,(0.01119), lce,1,(0.01119)
1543, wic,2,(0.02238), cty,1,(0.01119), lcs,1,(0.01119)
1544, wim,2,(0.02238), cub,1,(0.01119), lct,1,(0.01119)
1545, wiz,2,(0.02238), cuf,1,(0.01119), lde,1,(0.01119)
1546, woa,2,(0.02238), cum,1,(0.01119), ldi,1,(0.01119)
1547, wol,2,(0.02238), cup,1,(0.01119), ldt,1,(0.01119)
1548, wou,2,(0.02238), cur,1,(0.01119), leb,1,(0.01119)
1549, wry,2,(0.02238), cuz,1,(0.01119), lfa,1,(0.01119)
1550, wus,2,(0.02238), cyl,1,(0.01119), lfo,1,(0.01119)
1551, wyl,2,(0.02238), dag,1,(0.01119), lft,1,(0.01119)
1552, wyn,2,(0.02238), dah,1,(0.01119), lfy,1,(0.01119)
1553, wyt,2,(0.02238), dap,1,(0.01119), lga,1,(0.01119)
1554, xys,2,(0.02238), dda,1,(0.01119), lgo,1,(0.01119)
1555, yac,2,(0.02238), dee,1,(0.01119), lie,1,(0.01119)
1556, yag,2,(0.02238), dem,1,(0.01119), lii,1,(0.01119)
1557, yam,2,(0.02238), deo,1,(0.01119), lik,1,(0.01119)
1558, yan,2,(0.02238), dep,1,(0.01119), lin,1,(0.01119)
1559, yap,2,(0.02238), deu,1,(0.01119), lka,1,(0.01119)
1560, yen,2,(0.02238), dic,1,(0.01119), lns,1,(0.01119)
1561, yer,2,(0.02238), die,1,(0.01119), lod,1,(0.01119)
1562, yet,2,(0.02238), dif,1,(0.01119), log,1,(0.01119)
1563, yeu,2,(0.02238), dil,1,(0.01119), loi,1,(0.01119)
1564, yol,2,(0.02238), dis,1,(0.01119), lom,1,(0.01119)
1565, yon,2,(0.02238), diu,1,(0.01119), loo,1,(0.01119)
1566, yul,2,(0.02238), dma,1,(0.01119), lox,1,(0.01119)
1567, yup,2,(0.02238), dme,1,(0.01119), loy,1,(0.01119)
1568, yur,2,(0.02238), dol,1,(0.01119), lpi,1,(0.01119)
1569, zer,2,(0.02238), don,1,(0.01119), lsh,1,(0.01119)
1570, zes,2,(0.02238), dop,1,(0.01119), lsy,1,(0.01119)
1571, zil,2,(0.02238), dou,1,(0.01119), lte,1,(0.01119)
1572, zlo,2,(0.02238), dow,1,(0.01119), lto,1,(0.01119)
1573, zor,2,(0.02238), doz,1,(0.01119), ltz,1,(0.01119)
1574, aah,1,(0.01119), dul,1,(0.01119), lub,1,(0.01119)
1575, aal,1,(0.01119), dun,1,(0.01119), lue,1,(0.01119)
1576, aar,1,(0.01119), dus,1,(0.01119), luk,1,(0.01119)
1577, abh,1,(0.01119), dyt,1,(0.01119), lvo,1,(0.01119)
1578, abi,1,(0.01119), eah,1,(0.01119), lyp,1,(0.01119)
1579, abm,1,(0.01119), eai,1,(0.01119), lys,1,(0.01119)
1580, abr,1,(0.01119), eaz,1,(0.01119), lyx,1,(0.01119)
1581, aca,1,(0.01119), ebr,1,(0.01119), lza,1,(0.01119)
1582, ack,1,(0.01119), ebt,1,(0.01119), mac,1,(0.01119)
1583, acu,1,(0.01119), eby,1,(0.01119), mad,1,(0.01119)
1584, acy,1,(0.01119), ece,1,(0.01119), map,1,(0.01119)
1585, ady,1,(0.01119), ecr,1,(0.01119), may,1,(0.01119)
1586, aec,1,(0.01119), edl,1,(0.01119), mbu,1,(0.01119)
1587, aed,1,(0.01119), edy,1,(0.01119), mee,1,(0.01119)
1588, aeg,1,(0.01119), eeb,1,(0.01119), meh,1,(0.01119)
1589, aeo,1,(0.01119), efa,1,(0.01119), mek,1,(0.01119)
1590, aer,1,(0.01119), eff,1,(0.01119), mew,1,(0.01119)
1591, afa,1,(0.01119), efl,1,(0.01119), mfs,1,(0.01119)
1592, aff,1,(0.01119), efr,1,(0.01119), mfy,1,(0.01119)
1593, afi,1,(0.01119), egm,1,(0.01119), mho,1,(0.01119)
1594, afr,1,(0.01119), ehe,1,(0.01119), mik,1,(0.01119)
1595, aft,1,(0.01119), ehr,1,(0.01119), mim,1,(0.01119)
1596, agh,1,(0.01119), eib,1,(0.01119), mka,1,(0.01119)
1597, agm,1,(0.01119), eic,1,(0.01119), mky,1,(0.01119)
1598, agu,1,(0.01119), eii,1,(0.01119), mly,1,(0.01119)
1599, ahe,1,(0.01119), eit,1,(0.01119), mms,1,(0.01119)
1600, ahi,1,(0.01119), eiv,1,(0.01119), mob,1,(0.01119)
1601, aho,1,(0.01119), eiz,1,(0.01119), moi,1,(0.01119)
1602, ahu,1,(0.01119), eji,1,(0.01119), mot,1,(0.01119)
1603, ail,1,(0.01119), eki,1,(0.01119), mte,1,(0.01119)
1604, aio,1,(0.01119), ekk,1,(0.01119), mud,1,(0.01119)
1605, ais,1,(0.01119), eko,1,(0.01119), mug,1,(0.01119)
1606, ait,1,(0.01119), elg,1,(0.01119), mun,1,(0.01119)
1607, aiv,1,(0.01119), elk,1,(0.01119), mut,1,(0.01119)
1608, aji,1,(0.01119), elm,1,(0.01119), myn,1,(0.01119)
1609, aju,1,(0.01119), els,1,(0.01119), mza,1,(0.01119)
1610, alc,1,(0.01119), elu,1,(0.01119), nac,1,(0.01119)
1611, alf,1,(0.01119), eof,1,(0.01119), naf,1,(0.01119)
1612, alp,1,(0.01119), eor,1,(0.01119), nah,1,(0.01119)
1613, alw,1,(0.01119), eou,1,(0.01119), nai,1,(0.01119)
1614, amm,1,(0.01119), eow,1,(0.01119), nam,1,(0.01119)
1615, amy,1,(0.01119), eox,1,(0.01119), nan,1,(0.01119)
1616, and,1,(0.01119), epr,1,(0.01119), nct,1,(0.01119)
1617, anl,1,(0.01119), erp,1,(0.01119), ndt,1,(0.01119)
1618, ans,1,(0.01119), ery,1,(0.01119), neb,1,(0.01119)
1619, anv,1,(0.01119), esb,1,(0.01119), nen,1,(0.01119)
1620, any,1,(0.01119), esh,1,(0.01119), nev,1,(0.01119)
1621, aor,1,(0.01119), esl,1,(0.01119), nex,1,(0.01119)
1622, apn,1,(0.01119), esn,1,(0.01119), ngh,1,(0.01119)
1623, arb,1,(0.01119), etl,1,(0.01119), nhs,1,(0.01119)
1624, arh,1,(0.01119), eua,1,(0.01119), nif,1,(0.01119)
1625, arl,1,(0.01119), eue,1,(0.01119), nig,1,(0.01119)
1626, arp,1,(0.01119), eus,1,(0.01119), nii,1,(0.01119)
1627, aru,1,(0.01119), eva,1,(0.01119), nip,1,(0.01119)
1628, ary,1,(0.01119), ewo,1,(0.01119), nit,1,(0.01119)
1629, asa,1,(0.01119), ews,1,(0.01119), njo,1,(0.01119)
1630, asd,1,(0.01119), ewt,1,(0.01119), nke,1,(0.01119)
1631, asi,1,(0.01119), exu,1,(0.01119), noa,1,(0.01119)
1632, asy,1,(0.01119), exy,1,(0.01119), nod,1,(0.01119)
1633, ati,1,(0.01119), eyl,1,(0.01119), noe,1,(0.01119)
1634, atl,1,(0.01119), ezi,1,(0.01119), not,1,(0.01119)
1635, aul,1,(0.01119), far,1,(0.01119), noy,1,(0.01119)
1636, aut,1,(0.01119), fay,1,(0.01119), nre,1,(0.01119)
1637, aux,1,(0.01119), ffa,1,(0.01119), nro,1,(0.01119)
1638, avg,1,(0.01119), ffi,1,(0.01119), nry,1,(0.01119)
1639, awf,1,(0.01119), fir,1,(0.01119), nsh,1,(0.01119)
1640, awi,1,(0.01119), foo,1,(0.01119), nso,1,(0.01119)
1641, awn,1,(0.01119), for,1,(0.01119), nst,1,(0.01119)
1642, axe,1,(0.01119), fou,1,(0.01119), nti,1,(0.01119)
1643, aya,1,(0.01119), fri,1,(0.01119), ntu,1,(0.01119)
1644, ayi,1,(0.01119), gad,1,(0.01119), nua,1,(0.01119)
1645, aza,1,(0.01119), gai,1,(0.01119), nue,1,(0.01119)
1646, azl,1,(0.01119), gap,1,(0.01119), nui,1,(0.01119)
1647, bah,1,(0.01119), gar,1,(0.01119), nul,1,(0.01119)
1648, beb,1,(0.01119), gat,1,(0.01119), nut,1,(0.01119)
1649, bew,1,(0.01119), gav,1,(0.01119), nya,1,(0.01119)
1650, bha,1,(0.01119), gaz,1,(0.01119), nza,1,(0.01119)
1651, bho,1,(0.01119), gee,1,(0.01119), nzu,1,(0.01119)
1652, bhu,1,(0.01119), ges,1,(0.01119), oad,1,(0.01119)
1653, bij,1,(0.01119), gga,1,(0.01119), oam,1,(0.01119)
1654, biz,1,(0.01119), ggi,1,(0.01119), oan,1,(0.01119)
1655, bly,1,(0.01119), ggr,1,(0.01119), obi,1,(0.01119)
1656, bob,1,(0.01119), gil,1,(0.01119), obo,1,(0.01119)
1657, bov,1,(0.01119), gin,1,(0.01119), oci,1,(0.01119)
1658, boz,1,(0.01119), gio,1,(0.01119), oee,1,(0.01119)
1659, buo,1,(0.01119), git,1,(0.01119), oem,1,(0.01119)
1660, bup,1,(0.01119), giv,1,(0.01119), ofa,1,(0.01119)
1661, bux,1,(0.01119), glu,1,(0.01119), ogg,1,(0.01119)
1662, buy,1,(0.01119), gma,1,(0.01119), ogi,1,(0.01119)
1663, bwa,1,(0.01119), gor,1,(0.01119), oha,1,(0.01119)
1664, byl,1,(0.01119), gri,1,(0.01119), ohm,1,(0.01119)
1665, bys,1,(0.01119), gue,1,(0.01119), ohs,1,(0.01119)
1666, byt,1,(0.01119), gwe,1,(0.01119), oie,1,(0.01119)
1667, byw,1,(0.01119), hah,1,(0.01119), oir,1,(0.01119)
1668, cae,1,(0.01119), hao,1,(0.01119), ois,1,(0.01119)
1669, cah,1,(0.01119), hav,1,(0.01119), oja,1,(0.01119)
1670, caj,1,(0.01119), haz,1,(0.01119), ojd,1,(0.01119)
1671, caw,1,(0.01119), heb,1,(0.01119), oji,1,(0.01119)
1672, cea,1,(0.01119), heg,1,(0.01119), oka,1,(0.01119)
1673, ceb,1,(0.01119), heo,1,(0.01119), oki,1,(0.01119)
1674, ceo,1,(0.01119), heu,1,(0.01119), oko,1,(0.01119)
1675, cep,1,(0.01119), hev,1,(0.01119), olt,1,(0.01119)
1676, cet,1,(0.01119), hey,1,(0.01119), omi,1,(0.01119)
1677, cib,1,(0.01119), hio,1,(0.01119), onc,1,(0.01119)
1678, cid,1,(0.01119), hiz,1,(0.01119), ono,1,(0.01119)
1679, cig,1,(0.01119), hla,1,(0.01119), ooz,1,(0.01119)
1680, cil,1,(0.01119), hle,1,(0.01119), ori,1,(0.01119)
1681, cim,1,(0.01119), hlo,1,(0.01119), ork,1,(0.01119)
1682, cio,1,(0.01119), hlu,1,(0.01119), oro,1,(0.01119)
1683, cni,1,(0.01119), hmi,1,(0.01119), orp,1,(0.01119)
1684, coe,1,(0.01119), hob,1,(0.01119), osk,1,(0.01119)
1685, cof,1,(0.01119), hoi,1,(0.01119), osp,1,(0.01119)
1686, cog,1,(0.01119), hoj,1,(0.01119), osz,1,(0.01119)
1687, crw,1,(0.01119), hov,1,(0.01119), oti,1,(0.01119)
1688, cry,1,(0.01119), hoy,1,(0.01119), oto,1,(0.01119)
1689, cud,1,(0.01119), hph,1,(0.01119), otz,1,(0.01119)
1690, cuf,1,(0.01119), hti,1,(0.01119), ouk,1,(0.01119)
1691, cuk,1,(0.01119), hub,1,(0.01119), oum,1,(0.01119)
1692, cum,1,(0.01119), hud,1,(0.01119), oun,1,(0.01119)
1693, cun,1,(0.01119), huj,1,(0.01119), ouw,1,(0.01119)
1694, cuv,1,(0.01119), hup,1,(0.01119), owd,1,(0.01119)
1695, cyb,1,(0.01119), hus,1,(0.01119), owp,1,(0.01119)
1696, cyd,1,(0.01119), huy,1,(0.01119), oyd,1,(0.01119)
1697, cyl,1,(0.01119), hwa,1,(0.01119), oyu,1,(0.01119)
1698, cyn,1,(0.01119), hye,1,(0.01119), oza,1,(0.01119)
1699, cys,1,(0.01119), hyt,1,(0.01119), pae,1,(0.01119)
1700, cyt,1,(0.01119), ias,1,(0.01119), pat,1,(0.01119)
1701, cza,1,(0.01119), iau,1,(0.01119), paw,1,(0.01119)
1702, dah,1,(0.01119), iaz,1,(0.01119), pax,1,(0.01119)
1703, ded,1,(0.01119), iba,1,(0.01119), paz,1,(0.01119)
1704, deo,1,(0.01119), ibi,1,(0.01119), pek,1,(0.01119)
1705, deu,1,(0.01119), ibo,1,(0.01119), pet,1,(0.01119)
1706, dhu,1,(0.01119), iby,1,(0.01119), phi,1,(0.01119)
1707, dif,1,(0.01119), icc,1,(0.01119), pht,1,(0.01119)
1708, diw,1,(0.01119), idh,1,(0.01119), phy,1,(0.01119)
1709, dix,1,(0.01119), idl,1,(0.01119), pia,1,(0.01119)
1710, doa,1,(0.01119), idt,1,(0.01119), pil,1,(0.01119)
1711, doc,1,(0.01119), idu,1,(0.01119), pir,1,(0.01119)
1712, dof,1,(0.01119), ifi,1,(0.01119), pit,1,(0.01119)
1713, doj,1,(0.01119), ifl,1,(0.01119), piz,1,(0.01119)
1714, dox,1,(0.01119), igu,1,(0.01119), pje,1,(0.01119)
1715, dui,1,(0.01119), iha,1,(0.01119), pla,1,(0.01119)
1716, dut,1,(0.01119), ihi,1,(0.01119), pod,1,(0.01119)
1717, duv,1,(0.01119), iin,1,(0.01119), poi,1,(0.01119)
1718, dwa,1,(0.01119), ija,1,(0.01119), ppe,1,(0.01119)
1719, dwi,1,(0.01119), ijo,1,(0.01119), ppi,1,(0.01119)
1720, dya,1,(0.01119), ijr,1,(0.01119), ppo,1,(0.01119)
1721, dye,1,(0.01119), ikk,1,(0.01119), pro,1,(0.01119)
1722, dyi,1,(0.01119), iko,1,(0.01119), pso,1,(0.01119)
1723, ecl,1,(0.01119), ikr,1,(0.01119), pth,1,(0.01119)
1724, ecr,1,(0.01119), iln,1,(0.01119), pts,1,(0.01119)
1725, ede,1,(0.01119), ilp,1,(0.01119), pty,1,(0.01119)
1726, eer,1,(0.01119), ilv,1,(0.01119), pul,1,(0.01119)
1727, ega,1,(0.01119), iml,1,(0.01119), qir,1,(0.01119)
1728, egr,1,(0.01119), imn,1,(0.01119), qui,1,(0.01119)
1729, eig,1,(0.01119), imo,1,(0.01119), rac,1,(0.01119)
1730, eik,1,(0.01119), inh,1,(0.01119), rad,1,(0.01119)
1731, eje,1,(0.01119), inj,1,(0.01119), rar,1,(0.01119)
1732, eki,1,(0.01119), ins,1,(0.01119), rba,1,(0.01119)
1733, elb,1,(0.01119), iny,1,(0.01119), rbe,1,(0.01119)
1734, eld,1,(0.01119), iod,1,(0.01119), rco,1,(0.01119)
1735, elf,1,(0.01119), iog,1,(0.01119), rdi,1,(0.01119)
1736, ema,1,(0.01119), ioj,1,(0.01119), rdu,1,(0.01119)
1737, emc,1,(0.01119), iom,1,(0.01119), rei,1,(0.01119)
1738, emo,1,(0.01119), ior,1,(0.01119), rem,1,(0.01119)
1739, emp,1,(0.01119), ios,1,(0.01119), rep,1,(0.01119)
1740, enj,1,(0.01119), iou,1,(0.01119), reu,1,(0.01119)
1741, enn,1,(0.01119), ipl,1,(0.01119), rgi,1,(0.01119)
1742, enr,1,(0.01119), irm,1,(0.01119), rif,1,(0.01119)
1743, enu,1,(0.01119), irz,1,(0.01119), rii,1,(0.01119)
1744, enz,1,(0.01119), isd,1,(0.01119), rim,1,(0.01119)
1745, eos,1,(0.01119), isi,1,(0.01119), rio,1,(0.01119)
1746, epa,1,(0.01119), ivr,1,(0.01119), rir,1,(0.01119)
1747, epe,1,(0.01119), iwa,1,(0.01119), rix,1,(0.01119)
1748, epi,1,(0.01119), iwi,1,(0.01119), rke,1,(0.01119)
1749, era,1,(0.01119), ixm,1,(0.01119), rld,1,(0.01119)
1750, ere,1,(0.01119), ixu,1,(0.01119), rmi,1,(0.01119)
1751, erg,1,(0.01119), iya,1,(0.01119), rna,1,(0.01119)
1752, eri,1,(0.01119), izm,1,(0.01119), rni,1,(0.01119)
1753, ern,1,(0.01119), izo,1,(0.01119), rno,1,(0.01119)
1754, ers,1,(0.01119), jec,1,(0.01119), rnt,1,(0.01119)
1755, erv,1,(0.01119), jel,1,(0.01119), rnu,1,(0.01119)
1756, esn,1,(0.01119), jiv,1,(0.01119), roe,1,(0.01119)
1757, eta,1,(0.01119), jor,1,(0.01119), rog,1,(0.01119)
1758, etn,1,(0.01119), jug,1,(0.01119), rok,1,(0.01119)
1759, etw,1,(0.01119), kag,1,(0.01119), rom,1,(0.01119)
1760, ety,1,(0.01119), kal,1,(0.01119), roo,1,(0.01119)
1761, eur,1,(0.01119), kan,1,(0.01119), rop,1,(0.01119)
1762, eva,1,(0.01119), kap,1,(0.01119), rox,1,(0.01119)
1763, evo,1,(0.01119), kas,1,(0.01119), roy,1,(0.01119)
1764, ewe,1,(0.01119), kay,1,(0.01119), rph,1,(0.01119)
1765, exc,1,(0.01119), kea,1,(0.01119), rpi,1,(0.01119)
1766, exo,1,(0.01119), keg,1,(0.01119), rpy,1,(0.01119)
1767, eya,1,(0.01119), keh,1,(0.01119), rqa,1,(0.01119)
1768, eye,1,(0.01119), kei,1,(0.01119), rrh,1,(0.01119)
1769, eyi,1,(0.01119), kep,1,(0.01119), rri,1,(0.01119)
1770, fab,1,(0.01119), kew,1,(0.01119), rsk,1,(0.01119)
1771, faq,1,(0.01119), kid,1,(0.01119), rue,1,(0.01119)
1772, fas,1,(0.01119), kif,1,(0.01119), rut,1,(0.01119)
1773, fay,1,(0.01119), kil,1,(0.01119), rva,1,(0.01119)
1774, fed,1,(0.01119), kip,1,(0.01119), rvs,1,(0.01119)
1775, fev,1,(0.01119), kiv,1,(0.01119), rye,1,(0.01119)
1776, few,1,(0.01119), koa,1,(0.01119), ryl,1,(0.01119)
1777, fig,1,(0.01119), kon,1,(0.01119), rza,1,(0.01119)
1778, fio,1,(0.01119), kor,1,(0.01119), rze,1,(0.01119)
1779, fiq,1,(0.01119), kos,1,(0.01119), rzy,1,(0.01119)
1780, fiz,1,(0.01119), kra,1,(0.01119), sai,1,(0.01119)
1781, fje,1,(0.01119), kua,1,(0.01119), sat,1,(0.01119)
1782, fjo,1,(0.01119), kun,1,(0.01119), saw,1,(0.01119)
1783, foe,1,(0.01119), laf,1,(0.01119), sbo,1,(0.01119)
1784, foh,1,(0.01119), lah,1,(0.01119), sby,1,(0.01119)
1785, fov,1,(0.01119), lax,1,(0.01119), sca,1,(0.01119)
1786, fow,1,(0.01119), lba,1,(0.01119), sci,1,(0.01119)
1787, foy,1,(0.01119), lbo,1,(0.01119), sdo,1,(0.01119)
1788, fry,1,(0.01119), lbu,1,(0.01119), seo,1,(0.01119)
1789, fue,1,(0.01119), lce,1,(0.01119), shu,1,(0.01119)
1790, fuj,1,(0.01119), lci,1,(0.01119), sia,1,(0.01119)
1791, fut,1,(0.01119), ldi,1,(0.01119), sie,1,(0.01119)
1792, fyc,1,(0.01119), ldo,1,(0.01119), sla,1,(0.01119)
1793, fyk,1,(0.01119), leg,1,(0.01119), sme,1,(0.01119)
1794, fyt,1,(0.01119), let,1,(0.01119), smo,1,(0.01119)
1795, gao,1,(0.01119), lfa,1,(0.01119), sms,1,(0.01119)
1796, gea,1,(0.01119), lfi,1,(0.01119), sne,1,(0.01119)
1797, geu,1,(0.01119), lgo,1,(0.01119), sod,1,(0.01119)
1798, ghe,1,(0.01119), lgu,1,(0.01119), sop,1,(0.01119)
1799, ghy,1,(0.01119), lib,1,(0.01119), sor,1,(0.01119)
1800, gia,1,(0.01119), lig,1,(0.01119), sot,1,(0.01119)
1801, gid,1,(0.01119), lil,1,(0.01119), sow,1,(0.01119)
1802, gif,1,(0.01119), lio,1,(0.01119), sth,1,(0.01119)
1803, git,1,(0.01119), liu,1,(0.01119), sun,1,(0.01119)
1804, giz,1,(0.01119), liy,1,(0.01119), tad,1,(0.01119)
1805, gly,1,(0.01119), lki,1,(0.01119), tag,1,(0.01119)
1806, gno,1,(0.01119), lly,1,(0.01119), tah,1,(0.01119)
1807, goe,1,(0.01119), lof,1,(0.01119), tai,1,(0.01119)
1808, gof,1,(0.01119), loh,1,(0.01119), tap,1,(0.01119)
1809, gog,1,(0.01119), loj,1,(0.01119), tax,1,(0.01119)
1810, goi,1,(0.01119), lok,1,(0.01119), tay,1,(0.01119)
1811, gop,1,(0.01119), lpa,1,(0.01119), tby,1,(0.01119)
1812, got,1,(0.01119), lph,1,(0.01119), tdo,1,(0.01119)
1813, gox,1,(0.01119), lta,1,(0.01119), tea,1,(0.01119)
1814, goy,1,(0.01119), lte,1,(0.01119), tee,1,(0.01119)
1815, guc,1,(0.01119), lth,1,(0.01119), teo,1,(0.01119)
1816, gud,1,(0.01119), lto,1,(0.01119), tex,1,(0.01119)
1817, guf,1,(0.01119), ltr,1,(0.01119), tgo,1,(0.01119)
1818, gup,1,(0.01119), lud,1,(0.01119), thi,1,(0.01119)
1819, gwi,1,(0.01119), lui,1,(0.01119), tif,1,(0.01119)
1820, gyo,1,(0.01119), lul,1,(0.01119), til,1,(0.01119)
1821, gyp,1,(0.01119), luy,1,(0.01119), tir,1,(0.01119)
1822, hah,1,(0.01119), lva,1,(0.01119), tit,1,(0.01119)
1823, hao,1,(0.01119), lwa,1,(0.01119), tke,1,(0.01119)
1824, heb,1,(0.01119), lyb,1,(0.01119), tls,1,(0.01119)
1825, hec,1,(0.01119), lyl,1,(0.01119), tow,1,(0.01119)
1826, hes,1,(0.01119), lyt,1,(0.01119), tox,1,(0.01119)
1827, het,1,(0.01119), mac,1,(0.01119), tri,1,(0.01119)
1828, hic,1,(0.01119), mah,1,(0.01119), tso,1,(0.01119)
1829, hit,1,(0.01119), mau,1,(0.01119), ttu,1,(0.01119)
1830, hod,1,(0.01119), mbi,1,(0.01119), tut,1,(0.01119)
1831, hoe,1,(0.01119), mbl,1,(0.01119), twa,1,(0.01119)
1832, hub,1,(0.01119), mbu,1,(0.01119), tyr,1,(0.01119)
1833, huc,1,(0.01119), mce,1,(0.01119), tza,1,(0.01119)
1834, hug,1,(0.01119), mea,1,(0.01119), tzo,1,(0.01119)
1835, hut,1,(0.01119), meb,1,(0.01119), uab,1,(0.01119)
1836, huz,1,(0.01119), meg,1,(0.01119), uad,1,(0.01119)
1837, hye,1,(0.01119), meu,1,(0.01119), uae,1,(0.01119)
1838, hyi,1,(0.01119), mew,1,(0.01119), uan,1,(0.01119)
1839, hyl,1,(0.01119), mie,1,(0.01119), uar,1,(0.01119)
1840, hyo,1,(0.01119), mil,1,(0.01119), uat,1,(0.01119)
1841, hyr,1,(0.01119), mis,1,(0.01119), uaw,1,(0.01119)
1842, hys,1,(0.01119), mmi,1,(0.01119), ube,1,(0.01119)
1843, ich,1,(0.01119), mmo,1,(0.01119), ubi,1,(0.01119)
1844, ick,1,(0.01119), mmy,1,(0.01119), ubt,1,(0.01119)
1845, ico,1,(0.01119), moc,1,(0.01119), uby,1,(0.01119)
1846, ido,1,(0.01119), mog,1,(0.01119), ucy,1,(0.01119)
1847, igg,1,(0.01119), mon,1,(0.01119), udi,1,(0.01119)
1848, ihr,1,(0.01119), mor,1,(0.01119), udo,1,(0.01119)
1849, ika,1,(0.01119), mou,1,(0.01119), ueg,1,(0.01119)
1850, iko,1,(0.01119), mpi,1,(0.01119), uen,1,(0.01119)
1851, ill,1,(0.01119), mpt,1,(0.01119), ufa,1,(0.01119)
1852, imm,1,(0.01119), mpu,1,(0.01119), ufs,1,(0.01119)
1853, inb,1,(0.01119), muc,1,(0.01119), uga,1,(0.01119)
1854, ini,1,(0.01119), mut,1,(0.01119), ugo,1,(0.01119)
1855, inp,1,(0.01119), myl,1,(0.01119), uib,1,(0.01119)
1856, inr,1,(0.01119), naf,1,(0.01119), uie,1,(0.01119)
1857, ins,1,(0.01119), nag,1,(0.01119), uin,1,(0.01119)
1858, inv,1,(0.01119), nav,1,(0.01119), uip,1,(0.01119)
1859, ion,1,(0.01119), nbi,1,(0.01119), uja,1,(0.01119)
1860, iot,1,(0.01119), nbo,1,(0.01119), uke,1,(0.01119)
1861, irk,1,(0.01119), nby,1,(0.01119), uki,1,(0.01119)
1862, isb,1,(0.01119), nca,1,(0.01119), uli,1,(0.01119)
1863, ist,1,(0.01119), nce,1,(0.01119), ulm,1,(0.01119)
1864, itc,1,(0.01119), nch,1,(0.01119), uln,1,(0.01119)
1865, ite,1,(0.01119), nci,1,(0.01119), ulp,1,(0.01119)
1866, ith,1,(0.01119), ncl,1,(0.01119), uly,1,(0.01119)
1867, ivo,1,(0.01119), nec,1,(0.01119), unc,1,(0.01119)
1868, ixi,1,(0.01119), ned,1,(0.01119), une,1,(0.01119)
1869, ixo,1,(0.01119), nen,1,(0.01119), upa,1,(0.01119)
1870, ixt,1,(0.01119), nep,1,(0.01119), upt,1,(0.01119)
1871, iza,1,(0.01119), nfo,1,(0.01119), urd,1,(0.01119)
1872, jab,1,(0.01119), nfr,1,(0.01119), urf,1,(0.01119)
1873, jai,1,(0.01119), nga,1,(0.01119), urg,1,(0.01119)
1874, jak,1,(0.01119), ngr,1,(0.01119), urr,1,(0.01119)
1875, jar,1,(0.01119), ngs,1,(0.01119), usk,1,(0.01119)
1876, jat,1,(0.01119), nha,1,(0.01119), uti,1,(0.01119)
1877, jav,1,(0.01119), nhi,1,(0.01119), utz,1,(0.01119)
1878, jaz,1,(0.01119), nib,1,(0.01119), uya,1,(0.01119)
1879, jea,1,(0.01119), nic,1,(0.01119), uyt,1,(0.01119)
1880, jeb,1,(0.01119), niu,1,(0.01119), uze,1,(0.01119)
1881, jef,1,(0.01119), nja,1,(0.01119), uzy,1,(0.01119)
1882, jem,1,(0.01119), njo,1,(0.01119), vae,1,(0.01119)
1883, jen,1,(0.01119), nkh,1,(0.01119), vat,1,(0.01119)
1884, jig,1,(0.01119), nku,1,(0.01119), vea,1,(0.01119)
1885, jih,1,(0.01119), nli,1,(0.01119), vic,1,(0.01119)
1886, jis,1,(0.01119), nma,1,(0.01119), vit,1,(0.01119)
1887, jna,1,(0.01119), nmi,1,(0.01119), voc,1,(0.01119)
1888, joe,1,(0.01119), nno,1,(0.01119), voi,1,(0.01119)
1889, joh,1,(0.01119), noa,1,(0.01119), von,1,(0.01119)
1890, jom,1,(0.01119), noc,1,(0.01119), vos,1,(0.01119)
1891, jon,1,(0.01119), nod,1,(0.01119), vre,1,(0.01119)
1892, joy,1,(0.01119), nog,1,(0.01119), vue,1,(0.01119)
1893, juc,1,(0.01119), nok,1,(0.01119), wab,1,(0.01119)
1894, juj,1,(0.01119), nop,1,(0.01119), was,1,(0.01119)
1895, jul,1,(0.01119), nos,1,(0.01119), wey,1,(0.01119)
1896, jus,1,(0.01119), npi,1,(0.01119), wff,1,(0.01119)
1897, kad,1,(0.01119), npu,1,(0.01119), wfs,1,(0.01119)
1898, kaf,1,(0.01119), nro,1,(0.01119), wig,1,(0.01119)
1899, kag,1,(0.01119), nru,1,(0.01119), wty,1,(0.01119)
1900, kao,1,(0.01119), nsk,1,(0.01119), xad,1,(0.01119)
1901, kas,1,(0.01119), nsu,1,(0.01119), xae,1,(0.01119)
1902, kat,1,(0.01119), nts,1,(0.01119), xal,1,(0.01119)
1903, kav,1,(0.01119), nub,1,(0.01119), xel,1,(0.01119)
